question,tag,shopid,brand,cid3,sku,answer,cat1,cat2,profession,source
手机智能控制app是什么啊,wifi控制,,美的,空调,,智能在有WIFI的情况下，您可以用手机下载美居ＡＰＰ连接实现远程操作，随时随地的操控空调，再也不用担心在外忘记关空调呢~,,,,silicon_valley
手机可以远程操作吗,wifi控制,,美的,空调,,智能在有WIFI的情况下，您可以用手机下载美居ＡＰＰ连接实现远程操作，随时随地的操控空调，再也不用担心在外忘记关空调呢~,,,,silicon_valley
手机需要下载什么,wifi控制,,美的,空调,,智能在有WIFI的情况下，您可以用手机下载美居ＡＰＰ连接实现远程操作，随时随地的操控空调，再也不用担心在外忘记关空调呢~,,,,silicon_valley
空调制热效果不好,Other,,美的,空调,,空调制热效果不好的自检方法： 1.建议亲将温度调到30度，风速开到最大，加热是需要时间的，开机时间越久效果越好的，亲亲再试下； 2.空调使用效果与使用环境、温度设定、环境密封性、过滤网洁净度等因素有关，开机时间越久效果越好，也可关注“美的服务”公众号报修，是有相关人员上门检测的；,,,,silicon_valley
我前段时间刚买的空调制热效果很差啊,Other,,美的,空调,,空调制热效果不好的自检方法： 1.建议亲将温度调到30度，风速开到最大，加热是需要时间的，开机时间越久效果越好的，亲亲再试下； 2.空调使用效果与使用环境、温度设定、环境密封性、过滤网洁净度等因素有关，开机时间越久效果越好，也可关注“美的服务”公众号报修，是有相关人员上门检测的；,,,,silicon_valley
我想问下空调开机要预热吗,Other,,美的,空调,,空调制热效果不好的自检方法： 1.建议亲将温度调到30度，风速开到最大，加热是需要时间的，开机时间越久效果越好的，亲亲再试下； 2.空调使用效果与使用环境、温度设定、环境密封性、过滤网洁净度等因素有关，开机时间越久效果越好，也可关注“美的服务”公众号报修，是有相关人员上门检测的；,,,,silicon_valley
已经都开了,Other,,美的,空调,,空调制热效果不好的自检方法： 1.建议亲将温度调到30度，风速开到最大，加热是需要时间的，开机时间越久效果越好的，亲亲再试下； 2.空调使用效果与使用环境、温度设定、环境密封性、过滤网洁净度等因素有关，开机时间越久效果越好，也可关注“美的服务”公众号报修，是有相关人员上门检测的；,,,,silicon_valley
不过今天下单什么时候能过来安装呢,24小时极速极速安装,,美的,空调,,"一般是到货的第二天安装的,亲在您提交订单是可以看到配送和安装时间的哦亲,亲亲可以查看一下哦",,,,silicon_valley
今天下单什么时候可以安装,24小时极速极速安装,,美的,空调,,"一般是到货的第二天安装的,亲在您提交订单是可以看到配送和安装时间的哦亲,亲亲可以查看一下哦",,,,silicon_valley
"现在安装速度快吗,需要等多久",24小时极速极速安装,,美的,空调,,"一般是到货的第二天安装的,亲在您提交订单是可以看到配送和安装时间的哦亲,亲亲可以查看一下哦",,,,silicon_valley
24小时极速安装吗,24小时极速极速安装,,美的,空调,,"一般是到货的第二天安装的,亲在您提交订单是可以看到配送和安装时间的哦亲,亲亲可以查看一下哦",,,,silicon_valley
24小时极速安装是到货后24小时之内吗,24小时极速极速安装,,美的,空调,,"一般是到货的第二天安装的,亲在您提交订单是可以看到配送和安装时间的哦亲,亲亲可以查看一下哦",,,,silicon_valley
然后安装什么时候到,24小时极速极速安装,,美的,空调,,"一般是到货的第二天安装的,亲在您提交订单是可以看到配送和安装时间的哦亲,亲亲可以查看一下哦",,,,silicon_valley
现在拍多会儿能安装,24小时极速极速安装,,美的,空调,,"一般是到货的第二天安装的,亲在您提交订单是可以看到配送和安装时间的哦亲,亲亲可以查看一下哦",,,,silicon_valley
变频 好还是 定频,变频,,美的,空调,,定频空调的压缩机转速是恒定不变的，所以制冷量大小始终也是一样的，它是依靠其不断地“开、停”来调整室内温度，其一开一停之间容易造成室温忽冷忽热，并消耗较多电能。变频空调的压缩机运行速度是可以变化的，变频空调优点：节能、运行平稳，舒适，使用寿命更长，噪音低，制冷和制热效果更加好，比定频空调省电百份之30的,,,,silicon_valley
空调显示尘满是啥意思,Other,,美的,空调,,空调累计运行200H后会显示“尘满”提示清洗过滤网，清洗滤网后可用遥控器对准空调按压“数显”或“屏显”键即可消除哦~,,,,silicon_valley
还是提示尘满,Other,,美的,空调,,空调累计运行200H后会显示“尘满”提示清洗过滤网，清洗滤网后可用遥控器对准空调按压“数显”或“屏显”键即可消除哦~,,,,silicon_valley
显示尘满室外机不转是啥意思,Other,,美的,空调,,空调累计运行200H后会显示“尘满”提示清洗过滤网，清洗滤网后可用遥控器对准空调按压“数显”或“屏显”键即可消除哦~,,,,silicon_valley
可以以旧换新吗,旧换,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机就可以了，回收的费用拆机的时候师傅会给您的哦,,,,silicon_valley
回收旧空调吗,旧换,,美的,空调,,以旧换新，先创建回收单 ，然后再下单购买新机就可以了，回收的费用拆机的时候师傅会给您的哦,,,,silicon_valley
现在下单什么时候能到,下单,,美的,空调,,您下单试一下哦亲，是有显示的呢，以订单显示为准的,,,,silicon_valley
吉林哪个仓库发货,哪个仓库仓库发货,,美的,空调,,就近仓发货的,,,,silicon_valley
拆旧机要收费吗,拆收费,,美的,空调,,以旧换新拆机免费,,,,silicon_valley
变频空调和定频空调有什么区别,变频什么,,美的,空调,,变频与定频的区别有三点： 一、压缩机不同，定速压缩机运行不可变，变频压缩机可以变化。 二、舒适度不同，变频空调的舒适度比定频空调器的好，主要体现在快速制冷或制热，温度波动小，柔性保湿。 三、节能： 从长时间运行来说，变频空调器会比普通空调省电百分之30。,,,,silicon_valley
什么叫变频什么叫定频es20,变频什么,,美的,空调,,变频与定频的区别有三点： 一、压缩机不同，定速压缩机运行不可变，变频压缩机可以变化。 二、舒适度不同，变频空调的舒适度比定频空调器的好，主要体现在快速制冷或制热，温度波动小，柔性保湿。 三、节能： 从长时间运行来说，变频空调器会比普通空调省电百分之30。,,,,silicon_valley
变频和定频差多少度,变频什么,,美的,空调,,变频与定频的区别有三点： 一、压缩机不同，定速压缩机运行不可变，变频压缩机可以变化。 二、舒适度不同，变频空调的舒适度比定频空调器的好，主要体现在快速制冷或制热，温度波动小，柔性保湿。 三、节能： 从长时间运行来说，变频空调器会比普通空调省电百分之30。,,,,silicon_valley
请问变频空调和不变频空调有什么区别用一天能节约多少度电,变频什么,,美的,空调,,变频与定频的区别有三点： 一、压缩机不同，定速压缩机运行不可变，变频压缩机可以变化。 二、舒适度不同，变频空调的舒适度比定频空调器的好，主要体现在快速制冷或制热，温度波动小，柔性保湿。 三、节能： 从长时间运行来说，变频空调器会比普通空调省电百分之30。,,,,silicon_valley
相对来说是定频的好还是变频的好,变频什么,,美的,空调,,变频与定频的区别有三点： 一、压缩机不同，定速压缩机运行不可变，变频压缩机可以变化。 二、舒适度不同，变频空调的舒适度比定频空调器的好，主要体现在快速制冷或制热，温度波动小，柔性保湿。 三、节能： 从长时间运行来说，变频空调器会比普通空调省电百分之30。,,,,silicon_valley
是否可以开具增值税发票,Other,,美的,空调,,温馨提醒：发票类型有：电子发票，普通发票，增值税发票（增票需要在电脑端购买选择），亲在下单时请正确选择自己需求的发票，普通纸质发票是和货物一起寄出，电子发票是没有实物，增值税发票是申请审核后7天内寄出的。,,,,silicon_valley
而且已选增值税专用发票,Other,,美的,空调,,温馨提醒：发票类型有：电子发票，普通发票，增值税发票（增票需要在电脑端购买选择），亲在下单时请正确选择自己需求的发票，普通纸质发票是和货物一起寄出，电子发票是没有实物，增值税发票是申请审核后7天内寄出的。,,,,silicon_valley
单位买发票怎么算,Other,,美的,空调,,温馨提醒：发票类型有：电子发票，普通发票，增值税发票（增票需要在电脑端购买选择），亲在下单时请正确选择自己需求的发票，普通纸质发票是和货物一起寄出，电子发票是没有实物，增值税发票是申请审核后7天内寄出的。,,,,silicon_valley
有没有增值税发票,Other,,美的,空调,,温馨提醒：发票类型有：电子发票，普通发票，增值税发票（增票需要在电脑端购买选择），亲在下单时请正确选择自己需求的发票，普通纸质发票是和货物一起寄出，电子发票是没有实物，增值税发票是申请审核后7天内寄出的。,,,,silicon_valley
收到货了增值税专票几时寄出呢,Other,,美的,空调,,温馨提醒：发票类型有：电子发票，普通发票，增值税发票（增票需要在电脑端购买选择），亲在下单时请正确选择自己需求的发票，普通纸质发票是和货物一起寄出，电子发票是没有实物，增值税发票是申请审核后7天内寄出的。,,,,silicon_valley
今天下单 什么时候可以送货 和安装,新疆和田和田发货,,美的,空调,,"亲下单试下,是有显示的哦,以订单显示为准",,,,silicon_valley
"今天下单,什么时候可以装上",新疆和田和田发货,,美的,空调,,"亲下单试下,是有显示的哦,以订单显示为准",,,,silicon_valley
你大概多久能配送到货,新疆和田和田发货,,美的,空调,,"亲下单试下,是有显示的哦,以订单显示为准",,,,silicon_valley
